source_row,fiscal_year,quarter,project_type,service_group,project_name,target_participants,applicants,actual_participants,passed,revenue,expense,reported_profit,satisfaction,unit
350,2565,2.0,การจัดสอบ TOEIC,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเพื่อการสอบ TOEIC,15.0,8.0,8.0,0.0,28000.0,27992.0,8.0,4.7,ศูนย์ CAAS
351,2565,2.0,Short Course,บุคคลทั่วไป,โครงการอบรมผู้สอนภาษาไทยให้ชาวต่างประเทศ,25.0,20.0,20.0,0.0,90000.0,44640.0,45360.0,4.63,ศูนย์ CAAS
352,2565,2.0,การจัดสอบ TOEIC,บุคคลทั่วไป,โครงการบริการจัดสอบ TOEIC,35.0,31.0,31.0,0.0,45600.0,44937.0,663.0,3.96,ศูนย์ CAAS
353,2565,3.0,Short Course,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเพื่อการสอบ IELTS,20.0,20.0,20.0,0.0,84000.0,62100.0,21900.0,4.69,ศูนย์ CAAS
354,2565,3.0,Short Course,บุคคลทั่วไป,โครงการอบรมผู้สอนภาษาไทยให้ชาวต่างประเทศ,25.0,20.0,20.0,0.0,90000.0,44440.0,45560.0,4.73,ศูนย์ CAAS
355,2565,3.0,การจัดสอบ TOEIC,บุคคลทั่วไป,โครงการบริการจัดสอบ TOEIC,50.0,40.0,40.0,0.0,59100.0,56435.0,2665.0,4.37,ศูนย์ CAAS
356,2565,3.0,การจัดสอบ TOEIC,บุคคลทั่วไป,โครงการบริการจัดสอบ TOEIC,50.0,37.0,37.0,0.0,55300.0,52070.0,3230.0,4.7,ศูนย์ CAAS
357,2565,4.0,Short Course,บุคคลทั่วไป,โครงการอบรมผู้สอนภาษาไทยให้ชาวต่างประเทศ,25.0,22.0,22.0,0.0,99000.0,46126.0,52874.0,4.64,ศูนย์ CAAS
358,2565,4.0,การจัดสอบ TOEIC,บุคคลทั่วไป,โครงการบริการจัดสอบ TOEIC,50.0,56.0,56.0,0.0,79000.0,74215.0,4785.0,4.68,ศูนย์ CAAS
359,2565,4.0,การจัดสอบ TOEIC,บุคคลทั่วไป,โครงการบริการจัดสอบ TOEIC,50.0,39.0,39.0,0.0,55900.0,48770.0,7130.0,4.55,ศูนย์ CAAS
360,2565,4.0,Short Course,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเพื่อการสอบ IELTS,15.0,14.0,14.0,0.0,58800.0,57704.0,1096.0,4.57,ศูนย์ CAAS
361,2565,4.0,Short Course,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเพื่อการสอบ TOEIC,15.0,13.0,13.0,0.0,45500.0,42205.0,3295.0,4.46,ศูนย์ CAAS
362,2565,4.0,Short Course,บุคคลทั่วไป,โครงการอบรมผู้สอนภาษาไทยให้ชาวต่างประเทศ,25.0,20.0,20.0,0.0,90000.0,44427.0,45573.0,4.74,ศูนย์ CAAS
363,2565,4.0,การจัดสอบ TOEIC,บุคคลทั่วไป,โครงการบริการจัดสอบ TOEIC,50.0,45.0,45.0,0.0,67350.0,58312.5,9037.5,4.74,ศูนย์ CAAS
364,2564,1.0,การจัดสอบ TOEIC,บุคคลทั่วไป,โครงการบริการจัดสอบ TOEIC,125.0,118.0,118.0,0.0,133600.0,123495.0,10105.0,4.47,ศูนย์ CAAS
365,2564,2.0,Short Course,บุคคลทั่วไป,โครงการอบรมผู้สอนภาษาไทยให้ชาวต่างประเทศ,20.0,14.0,14.0,0.0,70000.0,42020.55,27979.45,4.66,ศูนย์ CAAS
366,2564,2.0,การจัดสอบ TOEIC,บุคคลทั่วไป,โครงการบริการจัดสอบ TOEIC,55.0,51.0,51.0,0.0,72600.0,67992.0,4608.0,4.53,ศูนย์ CAAS
367,2564,3.0,Short Course,บุคคลทั่วไป,โครงการอบรมผู้สอนภาษาไทยให้ชาวต่างประเทศ,20.0,13.0,13.0,0.0,45500.0,35265.15,10234.85,4.62,ศูนย์ CAAS
368,2564,3.0,Short Course,บุคคลทั่วไป,โครงการอบรมภาษาอังกฤษเพื่อการสอบ TOEIC,15.0,10.0,10.0,0.0,30000.0,29990.34,9.66,4.68,ศูนย์ CAAS
369,2564,3.0,Short Course,บุคคลทั่วไป,โครงการอบรมผู้สอนภาษาไทยให้ชาวต่างประเทศ,25.0,23.0,23.0,0.0,80500.0,46048.0,34452.0,4.72,ศูนย์ CAAS
370,2564,4.0,Short Course,บุคคลทั่วไป,โครงการอบรมผู้สอนภาษาไทยให้ชาวต่างประเทศ,25.0,24.0,24.0,0.0,84000.0,43333.0,40667.0,4.81,ศูนย์ CAAS
371,2564,4.0,Short Course,บุคคลทั่วไป,โครงการอบรมผู้สอนภาษาไทยให้ชาวต่างประเทศ,25.0,22.0,22.0,0.0,77000.0,41416.0,35584.0,4.83,ศูนย์ CAAS
372,2568,1.0,การจัดสอบ MU-ELT,หน่วยงานรัฐ,โครงการเครือข่ายความร่วมมือศูนย์สอบ MU-ELT (โรงเรียนวัดรางบัว),0.0,84.0,77.0,0.0,46200.0,13544.0,32656.0,4.59,ศูนย์ CAAS
373,2568,2.0,การจัดสอบ MU-ELT,หน่วยงานรัฐ,โครงการเครือข่ายความร่วมมือศูนย์สอบ MU-ELT (มหาวิทยาลัยมหามกุฏราชวิทยาลัย),0.0,64.0,58.0,1.0,36000.0,14284.0,21716.0,4.31,ศูนย์ CAAS
374,2568,3.0,การจัดสอบ MU-ELT,หน่วยงานรัฐ,โครงการเครือข่ายความร่วมมือศูนย์สอบ MU-ELT (วิทยาลัยพยาบาลกองทัพบก),0.0,91.0,91.0,60.0,50050.0,14777.0,35273.0,4.7,ศูนย์ CAAS
375,2568,4.0,การจัดสอบ MU-ELT,หน่วยงานรัฐ,โครงการเครือข่ายความร่วมมือศูนย์สอบ MU-ELT (วิทยาลัยพยาบาลกองทัพบก),0.0,79.0,79.0,46.0,43450.0,12872.0,30578.0,4.7,ศูนย์ CAAS
376,2567,3.0,การจัดสอบ MU-ELT,หน่วยงานรัฐ,โครงการเครือข่ายความร่วมมือศูนย์สอบ MU-ELT (วิทยาลัยพยาบาลกองทัพบก),0.0,40.0,38.0,24.0,22000.0,5452.0,16548.0,4.5,ศูนย์ CAAS
377,2566,4.0,การจัดสอบ MU-ELT,หน่วยงานรัฐ,โครงการเครือข่ายความร่วมมือศูนย์สอบ MU-ELT (โรงเรียนสวนกุหลาบวิทยาลัย นนทบุรี),0.0,39.0,39.0,25.0,17310.0,7357.5,9952.5,4.55,ศูนย์ CAAS
378,2565,ไม่ระบุ,การจัดสอบ MU-ELT,บุคคลทั่วไป,โครงการ Mahidol University English Language Test: Computer-based Examination (MU-ELT: CBE) รอบสอบเดือนพฤศจิกายน 2564 (5/2564-9/2564),629.0,432.0,393.0,271.0,160440.0,33770.0,150736.0,0.0,ศูนย์ CAAS
379,2565,ไม่ระบุ,การจัดสอบ MU-ELT,บุคคลทั่วไป,โครงการ Mahidol University English Language Test: Computer-based Examination (MU-ELT: CBE) รอบสอบเดือนธันวาคม 2564 (10/2564 - 19/2564),781.0,552.0,520.0,208.0,206130.0,41188.5,195861.0,0.0,ศูนย์ CAAS
380,2565,ไม่ระบุ,การจัดสอบ MU-ELT,บุคคลทั่วไป,โครงการ Mahidol University English Language Test: Computer-based Examination (MU-ELT: CBE) รอบสอบเดือนกุมภาพันธ์  2565 (1/2565-13/2565),867.0,431.0,385.0,179.0,159450.0,29757.5,153610.0,0.0,ศูนย์ CAAS
381,2565,ไม่ระบุ,การจัดสอบ MU-ELT,บุคคลทั่วไป,โครงการ Mahidol University English Language Test: Computer-based Examination (MU-ELT: CBE) รอบสอบเดือนมีนาคม 2565 (14/2565-19/2565),542.0,405.0,370.0,146.0,151530.0,28273.5,145986.0,0.0,ศูนย์ CAAS
382,2565,ไม่ระบุ,การจัดสอบ MU-ELT,บุคคลทั่วไป,โครงการ Mahidol University English Language Test: Computer-based Examination (MU-ELT: CBE) รอบสอบเดือนเมษายน 2565 (20/2565-23/2565),464.0,224.0,197.0,77.0,82180.0,14547.0,79960.0,0.0,ศูนย์ CAAS
383,2565,ไม่ระบุ,การจัดสอบ MU-ELT,บุคคลทั่วไป,โครงการ Mahidol University English Language Test: Computer-based Examination (MU-ELT: CBE) รอบสอบเดือนพฤษภาคม 2565 (24/2565-26/2565),371.0,192.0,177.0,74.0,70850.0,13247.5,68230.0,0.0,ศูนย์ CAAS
384,2565,ไม่ระบุ,การจัดสอบ MU-ELT,บุคคลทั่วไป,โครงการ Mahidol University English Language Test: Internet-based Examination (MU-ELT: IBE) สำหรับนักศึกษารหัส 65 (1/2565-3/2565),4000.0,1550.0,1428.0,538.0,542500.0,171575.5,452299.5,0.0,ศูนย์ CAAS
385,2565,ไม่ระบุ,การจัดสอบ MU-ELT,บุคคลทั่วไป,โครงการ Mahidol University English Language Test: Computer-based Examination (MU-ELT: CBE) สำหรับนักศึกษารหัส 65 (27/2565-36/2565),2162.0,776.0,744.0,184.0,541450.0,198786.5,423881.0,0.0,ศูนย์ CAAS
386,2565,ไม่ระบุ,การจัดสอบ MU-ELT,บุคคลทั่วไป,โครงการ Mahidol University English Language Test: Paper -based Examination (MU-ELT: PBE) สำหรับนักศึกษารหัส 65,750.0,724.0,593.0,93.0,243200.0,99100.47,180579.53,0.0,ศูนย์ CAAS
387,2565,ไม่ระบุ,การจัดสอบ MU-ELT,บุคคลทั่วไป,โครงการ Mahidol University English Language Test: Paper -based Examination (MU-ELT: PBE) รอบ 3/2565,1700.0,1004.0,941.0,263.0,402770.0,179766.36,283419.14,0.0,ศูนย์ CAAS
388,2566,ไม่ระบุ,การจัดสอบ MU-ELT,บุคคลทั่วไป,Mahidol University English Language Test: Computer-based Examination (MU-ELT: CBE),308.0,303.0,289.0,93.0,110500.0,37719.0,89356.0,0.0,ศูนย์ CAAS
389,2566,ไม่ระบุ,การจัดสอบ MU-ELT,บุคคลทั่วไป,Mahidol University English Language Test: Paper-based Examination (MU-ELT: PBE),1955.0,686.0,628.0,202.0,279990.0,75862.77,246125.73,0.0,ศูนย์ CAAS
390,2566,ไม่ระบุ,การจัดสอบ MU-ELT,บุคคลทั่วไป,Mahidol University English Language Test: Paper-based Examination (MU-ELT: PBE),1300.0,969.0,905.0,310.0,394760.0,191579.32,262394.68,0.0,ศูนย์ CAAS
391,2566,ไม่ระบุ,การจัดสอบ MU-ELT,บุคคลทั่วไป,Mahidol University English Language Test: Paper-based Examination (MU-ELT: PBE),1300.0,599.0,531.0,162.0,252320.0,74841.11,215326.89,0.0,ศูนย์ CAAS
392,2566,ไม่ระบุ,การจัดสอบ MU-ELT,บุคคลทั่วไป,Mahidol University English Language Test: Health Care Professionals (MU-ELT: HCP),120.0,106.0,103.0,23.0,0.0,7020.0,0.0,0.0,ศูนย์ CAAS
393,2566,ไม่ระบุ,การจัดสอบ MU-ELT,บุคคลทั่วไป,โครงการ Mahidol University English Language Test: Computer-based Examination (MU-ELT: CBE),464.0,412.0,388.0,98.0,150840.0,49014.0,124452.0,0.0,ศูนย์ CAAS
394,2566,ไม่ระบุ,การจัดสอบ MU-ELT,บุคคลทั่วไป,Mahidol University English Language Test: Paper-based Examination (MU-ELT: PBE),1300.0,755.0,676.0,298.0,314390.0,121471.08,240077.42,0.0,ศูนย์ CAAS
395,2566,ไม่ระบุ,การจัดสอบ MU-ELT,บุคคลทั่วไป,โครงการจัดสอบภาษาอังกฤษมหาวิทยาลัยมหิดล Mahidol University English Language Test สำหรับการแบ่งกลุ่มเรียนวิชาภาษาอังกฤษพื้นฐาน (รหัส 66),2500.0,3671.0,3545.0,1049.0,1459250.0,504910.0,1173227.5,0.0,ศูนย์ CAAS
396,2567,ไม่ระบุ,การจัดสอบ MU-ELT,บุคคลทั่วไป,Mahidol University English Language Test: Computer-based Examination (MU-ELT: CBE) รอบที่ 3/2566,408.0,350.0,0.0,0.0,127470.0,40312.5,106278.0,4.31,ศูนย์ CAAS
397,2567,ไม่ระบุ,การจัดสอบ MU-ELT,บุคคลทั่วไป,Mahidol University English Language Test: Health Care Professionals (MU-ELT: HCP) ครั้งที่ 2/2566,137.0,137.0,0.0,0.0,61600.0,15272.0,55568.0,4.58,ศูนย์ CAAS
